[2021-04-14 06:56:02.964] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/shaderlab/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/shaderlab/package.json'
[2021-04-14 06:56:02.965] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/php/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/php/package.json'
[2021-04-14 06:56:02.967] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/less/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/less/package.json'
[2021-04-14 06:56:02.969] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/groovy/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/groovy/package.json'
[2021-04-14 06:56:02.971] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/shellscript/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/shellscript/package.json'
[2021-04-14 06:56:02.973] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/python/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/python/package.json'
[2021-04-14 06:56:02.975] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/scss/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/scss/package.json'
[2021-04-14 06:56:02.976] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/swift/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/swift/package.json'
[2021-04-14 06:56:02.977] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/objective-c/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/objective-c/package.json'
[2021-04-14 06:56:02.978] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/razor/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/razor/package.json'
[2021-04-14 06:56:02.980] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/javascript/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/javascript/package.json'
[2021-04-14 06:56:02.981] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/java/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/java/package.json'
[2021-04-14 06:56:02.982] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/coffeescript/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/coffeescript/package.json'
[2021-04-14 06:56:02.982] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/csharp/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/csharp/package.json'
[2021-04-14 06:56:02.983] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/fsharp/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/fsharp/package.json'
[2021-04-14 06:56:02.984] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/typescript-basics/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/typescript-basics/package.json'
[2021-04-14 06:56:02.985] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/powershell/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/powershell/package.json'
[2021-04-14 06:56:02.985] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/cpp/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/cpp/package.json'
[2021-04-14 06:56:02.986] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/css/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/css/package.json'
[2021-04-14 06:56:02.992] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/bat/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/bat/package.json'
[2021-04-14 06:56:02.993] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/vb/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/vb/package.json'
[2021-04-14 06:56:22.820] [renderer1] [error] Cannot invoke loadWASM more than once.: Error: Cannot invoke loadWASM more than once.
    at Object.t.loadWASM (/usr/lib/code/node_modules.asar/vscode-oniguruma/release/main.js:1:4823)
    at TextMateLoader.loadOniguruma (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/textMateLoader.js:115:19)
    at new TextMateLoader (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/textMateLoader.js:19:31)
    at new Settings (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/settings.js:10:31)
    at new DocumentDecorationManager (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/documentDecorationManager.js:9:25)
    at restart (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/extension.js:42:37)
    at /home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/extension.js:7:43
    at g.fire (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:57:1836)
    at C.deltaExtensions (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:87:70656)
    at l.$deltaExtensions (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:91:19551)
    at processTicksAndRejections (internal/process/task_queues.js:97:5)
[2021-04-14 06:56:42.659] [renderer1] [error] Cannot invoke loadWASM more than once.: Error: Cannot invoke loadWASM more than once.
    at Object.t.loadWASM (/usr/lib/code/node_modules.asar/vscode-oniguruma/release/main.js:1:4823)
    at TextMateLoader.loadOniguruma (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/textMateLoader.js:115:19)
    at new TextMateLoader (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/textMateLoader.js:19:31)
    at new Settings (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/settings.js:10:31)
    at new DocumentDecorationManager (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/documentDecorationManager.js:9:25)
    at restart (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/extension.js:42:37)
    at /home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/extension.js:7:43
    at g.fire (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:57:1836)
    at C.deltaExtensions (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:87:70656)
    at l.$deltaExtensions (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:91:19551)
    at processTicksAndRejections (internal/process/task_queues.js:97:5)
[2021-04-14 06:56:44.884] [renderer1] [error] Cannot invoke loadWASM more than once.: Error: Cannot invoke loadWASM more than once.
    at Object.t.loadWASM (/usr/lib/code/node_modules.asar/vscode-oniguruma/release/main.js:1:4823)
    at TextMateLoader.loadOniguruma (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/textMateLoader.js:115:19)
    at new TextMateLoader (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/textMateLoader.js:19:31)
    at new Settings (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/settings.js:10:31)
    at new DocumentDecorationManager (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/documentDecorationManager.js:9:25)
    at restart (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/extension.js:42:37)
    at /home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/extension.js:7:43
    at g.fire (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:57:1836)
    at C.deltaExtensions (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:87:70656)
    at l.$deltaExtensions (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:91:19551)
    at processTicksAndRejections (internal/process/task_queues.js:97:5)
[2021-04-14 06:56:53.416] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/grunt/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/grunt/package.json'
[2021-04-14 06:56:53.421] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/jake/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/jake/package.json'
[2021-04-14 06:56:53.421] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/npm/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/npm/package.json'
[2021-04-14 06:56:53.424] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/emmet/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/emmet/package.json'
[2021-04-14 06:56:53.425] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/image-preview/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/image-preview/package.json'
[2021-04-14 06:56:55.967] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/gulp/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/gulp/package.json'
[2021-04-14 06:56:57.619] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/theme-seti/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/theme-seti/package.json'
[2021-04-14 06:57:06.837] [renderer1] [error] Cannot invoke loadWASM more than once.: Error: Cannot invoke loadWASM more than once.
    at Object.t.loadWASM (/usr/lib/code/node_modules.asar/vscode-oniguruma/release/main.js:1:4823)
    at TextMateLoader.loadOniguruma (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/textMateLoader.js:115:19)
    at new TextMateLoader (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/textMateLoader.js:19:31)
    at new Settings (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/settings.js:10:31)
    at new DocumentDecorationManager (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/documentDecorationManager.js:9:25)
    at restart (/home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/extension.js:42:37)
    at /home/jason/.vscode-oss/extensions/coenraads.bracket-pair-colorizer-2-0.1.4/out/src/extension.js:7:43
    at g.fire (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:57:1836)
    at C.deltaExtensions (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:87:70656)
    at l.$deltaExtensions (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:91:19551)
    at processTicksAndRejections (internal/process/task_queues.js:97:5)
